"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 18 16:50:59 GMT 2024","Sun Feb 18 16:50:59 GMT 2024","329","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 18 16:51:00 GMT 2024","Sun Feb 18 16:51:00 GMT 2024","248","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 18 16:51:07 GMT 2024","Sun Feb 18 16:51:07 GMT 2024","394","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 18 16:51:04 GMT 2024","Sun Feb 18 16:51:05 GMT 2024","774","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sun Feb 18 16:51:17 GMT 2024","Sun Feb 18 16:51:18 GMT 2024","246","webkit","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 18 16:51:18 GMT 2024","Sun Feb 18 16:51:18 GMT 2024","267","webkit","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 18 16:51:19 GMT 2024","Sun Feb 18 16:51:19 GMT 2024","263","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 18 16:51:32 GMT 2024","Sun Feb 18 16:51:32 GMT 2024","35","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sun Feb 18 16:51:17 GMT 2024","Sun Feb 18 16:51:17 GMT 2024","291","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sun Feb 18 16:51:17 GMT 2024","Sun Feb 18 16:51:17 GMT 2024","323","webkit","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 18 16:51:05 GMT 2024","Sun Feb 18 16:51:06 GMT 2024","1193","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 18 16:51:01 GMT 2024","Sun Feb 18 16:51:01 GMT 2024","259","chromium","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 18 16:51:12 GMT 2024","Sun Feb 18 16:51:13 GMT 2024","839","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 18 16:51:00 GMT 2024","Sun Feb 18 16:51:00 GMT 2024","240","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 18 16:51:01 GMT 2024","Sun Feb 18 16:51:03 GMT 2024","1960","chromium","e2e.spec.js","","","","count the number of products",""
"passed","Sun Feb 18 16:51:17 GMT 2024","Sun Feb 18 16:51:17 GMT 2024","271","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 18 16:51:13 GMT 2024","Sun Feb 18 16:51:14 GMT 2024","910","firefox","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"skipped","Sun Feb 18 16:51:07 GMT 2024","Sun Feb 18 16:51:07 GMT 2024","0","chromium","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sun Feb 18 16:51:18 GMT 2024","Sun Feb 18 16:51:18 GMT 2024","239","webkit","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 18 16:51:12 GMT 2024","Sun Feb 18 16:51:12 GMT 2024","738","firefox","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 18 16:51:26 GMT 2024","Sun Feb 18 16:51:28 GMT 2024","1447","webkit","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 18 16:51:08 GMT 2024","Sun Feb 18 16:51:08 GMT 2024","247","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 18 16:51:04 GMT 2024","Sun Feb 18 16:51:04 GMT 2024","698","chromium","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"skipped","Sun Feb 18 16:51:32 GMT 2024","Sun Feb 18 16:51:32 GMT 2024","1","webkit","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sun Feb 18 16:51:09 GMT 2024","Sun Feb 18 16:51:12 GMT 2024","2339","firefox","e2e.spec.js","","","","count the number of products",""
