"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:59 GMT 2024","83","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 25 17:02:05 GMT 2024","Sun Feb 25 17:02:07 GMT 2024","1592","webkit","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:52 GMT 2024","2218","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:58 GMT 2024","84","webkit","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","77","firefox","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 25 17:01:53 GMT 2024","Sun Feb 25 17:01:54 GMT 2024","976","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 25 17:02:09 GMT 2024","Sun Feb 25 17:02:11 GMT 2024","1931","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","149","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 25 17:01:45 GMT 2024","Sun Feb 25 17:01:46 GMT 2024","640","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","89","firefox","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","103","chromium","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 25 17:01:49 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","152","firefox","APITests.spec.js","","","","Create Token",""
"skipped","Sun Feb 25 17:01:49 GMT 2024","Sun Feb 25 17:01:49 GMT 2024","0","chromium","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","82","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","89","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","78","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:58 GMT 2024","56","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 25 17:01:47 GMT 2024","Sun Feb 25 17:01:48 GMT 2024","787","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","85","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","79","chromium","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","52","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sun Feb 25 17:01:59 GMT 2024","Sun Feb 25 17:02:05 GMT 2024","6536","webkit","e2e.spec.js","","","","count the number of products",""
"passed","Sun Feb 25 17:02:15 GMT 2024","Sun Feb 25 17:02:15 GMT 2024","42","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"skipped","Sun Feb 25 17:02:15 GMT 2024","Sun Feb 25 17:02:15 GMT 2024","0","webkit","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sun Feb 25 17:01:48 GMT 2024","Sun Feb 25 17:01:49 GMT 2024","1300","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:45 GMT 2024","2893","chromium","e2e.spec.js","","","","count the number of products",""
"passed","Sun Feb 25 17:01:49 GMT 2024","Sun Feb 25 17:01:49 GMT 2024","40","chromium","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sun Feb 25 17:02:07 GMT 2024","Sun Feb 25 17:02:09 GMT 2024","1871","webkit","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","85","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 25 17:01:55 GMT 2024","Sun Feb 25 17:01:57 GMT 2024","1598","firefox","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","57","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 25 17:01:59 GMT 2024","Sun Feb 25 17:01:59 GMT 2024","56","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:58 GMT 2024","83","webkit","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 25 17:01:57 GMT 2024","Sun Feb 25 17:01:57 GMT 2024","37","firefox","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:58 GMT 2024","55","webkit","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 25 17:01:54 GMT 2024","Sun Feb 25 17:01:55 GMT 2024","1135","firefox","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","77","chromium","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:58 GMT 2024","79","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","61","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 25 17:01:52 GMT 2024","Sun Feb 25 17:01:53 GMT 2024","790","firefox","e2e.spec.js","","","","check the product available or not",""
"skipped","Sun Feb 25 17:01:57 GMT 2024","Sun Feb 25 17:01:57 GMT 2024","0","firefox","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","157","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:58 GMT 2024","149","webkit","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 25 17:01:46 GMT 2024","Sun Feb 25 17:01:47 GMT 2024","709","chromium","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 25 17:01:50 GMT 2024","Sun Feb 25 17:01:50 GMT 2024","63","firefox","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 25 17:02:11 GMT 2024","Sun Feb 25 17:02:14 GMT 2024","3918","webkit","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 25 17:01:42 GMT 2024","Sun Feb 25 17:01:42 GMT 2024","57","chromium","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 25 17:01:58 GMT 2024","Sun Feb 25 17:01:58 GMT 2024","88","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
