"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 16:08:21 GMT 2024","Sat Feb 24 16:08:22 GMT 2024","1316","webkit","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 16:08:08 GMT 2024","Sat Feb 24 16:08:08 GMT 2024","381","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 16:07:57 GMT 2024","Sat Feb 24 16:07:57 GMT 2024","397","firefox","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 16:07:49 GMT 2024","Sat Feb 24 16:07:49 GMT 2024","308","chromium","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 16:08:04 GMT 2024","Sat Feb 24 16:08:05 GMT 2024","1196","firefox","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 16:08:11 GMT 2024","Sat Feb 24 16:08:21 GMT 2024","10364","webkit","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 16:07:59 GMT 2024","Sat Feb 24 16:07:59 GMT 2024","321","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 16:08:10 GMT 2024","Sat Feb 24 16:08:11 GMT 2024","319","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 16:07:49 GMT 2024","Sat Feb 24 16:07:49 GMT 2024","324","chromium","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 16:08:10 GMT 2024","Sat Feb 24 16:08:10 GMT 2024","314","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 16:07:59 GMT 2024","Sat Feb 24 16:08:02 GMT 2024","2641","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 16:08:24 GMT 2024","Sat Feb 24 16:08:26 GMT 2024","1996","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 16:07:47 GMT 2024","Sat Feb 24 16:07:48 GMT 2024","315","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 16:08:08 GMT 2024","Sat Feb 24 16:08:09 GMT 2024","330","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 16:07:50 GMT 2024","Sat Feb 24 16:07:52 GMT 2024","2648","chromium","e2e.spec.js","","","","count the number of products",""
"skipped","Sat Feb 24 16:07:56 GMT 2024","Sat Feb 24 16:07:56 GMT 2024","0","chromium","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 16:07:58 GMT 2024","Sat Feb 24 16:07:58 GMT 2024","306","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 16:07:48 GMT 2024","Sat Feb 24 16:07:48 GMT 2024","332","chromium","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 16:07:47 GMT 2024","Sat Feb 24 16:07:47 GMT 2024","391","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 16:08:08 GMT 2024","Sat Feb 24 16:08:08 GMT 2024","393","webkit","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 16:08:10 GMT 2024","Sat Feb 24 16:08:10 GMT 2024","305","webkit","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 16:07:58 GMT 2024","Sat Feb 24 16:07:58 GMT 2024","305","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 16:08:02 GMT 2024","Sat Feb 24 16:08:03 GMT 2024","771","firefox","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 16:07:56 GMT 2024","Sat Feb 24 16:07:57 GMT 2024","377","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 16:08:09 GMT 2024","Sat Feb 24 16:08:09 GMT 2024","305","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 16:07:57 GMT 2024","Sat Feb 24 16:07:58 GMT 2024","322","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 16:08:07 GMT 2024","Sat Feb 24 16:08:07 GMT 2024","42","firefox","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 16:07:57 GMT 2024","Sat Feb 24 16:07:57 GMT 2024","329","firefox","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 16:08:09 GMT 2024","Sat Feb 24 16:08:09 GMT 2024","309","webkit","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 16:07:47 GMT 2024","Sat Feb 24 16:07:47 GMT 2024","413","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 16:07:54 GMT 2024","Sat Feb 24 16:07:56 GMT 2024","1285","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 16:08:22 GMT 2024","Sat Feb 24 16:08:24 GMT 2024","1748","webkit","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 16:07:54 GMT 2024","Sat Feb 24 16:07:54 GMT 2024","832","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 16:07:59 GMT 2024","Sat Feb 24 16:07:59 GMT 2024","304","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 16:07:48 GMT 2024","Sat Feb 24 16:07:48 GMT 2024","332","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 16:08:05 GMT 2024","Sat Feb 24 16:08:07 GMT 2024","1674","firefox","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 16:08:09 GMT 2024","Sat Feb 24 16:08:10 GMT 2024","323","webkit","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 16:07:56 GMT 2024","Sat Feb 24 16:07:56 GMT 2024","42","chromium","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 16:08:30 GMT 2024","Sat Feb 24 16:08:30 GMT 2024","41","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 16:07:49 GMT 2024","Sat Feb 24 16:07:50 GMT 2024","299","chromium","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 16:08:03 GMT 2024","Sat Feb 24 16:08:04 GMT 2024","1199","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"skipped","Sat Feb 24 16:08:07 GMT 2024","Sat Feb 24 16:08:07 GMT 2024","0","firefox","excelManipulation.spec.js","","","","Write excel file contents",""
"skipped","Sat Feb 24 16:08:30 GMT 2024","Sat Feb 24 16:08:30 GMT 2024","0","webkit","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 16:07:53 GMT 2024","Sat Feb 24 16:07:54 GMT 2024","751","chromium","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 16:07:48 GMT 2024","Sat Feb 24 16:07:49 GMT 2024","322","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 16:07:52 GMT 2024","Sat Feb 24 16:07:53 GMT 2024","609","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 16:08:26 GMT 2024","Sat Feb 24 16:08:30 GMT 2024","4075","webkit","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 16:07:58 GMT 2024","Sat Feb 24 16:07:59 GMT 2024","318","firefox","APITests.spec.js","","","","Update Booking",""
