"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 18 08:40:05 GMT 2024","Sun Feb 18 08:40:05 GMT 2024","145","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 18 08:40:02 GMT 2024","Sun Feb 18 08:40:03 GMT 2024","1117","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 18 08:40:11 GMT 2024","Sun Feb 18 08:40:11 GMT 2024","203","webkit","APITests.spec.js","","","","Create Token",""
"passed","Sun Feb 18 08:40:03 GMT 2024","Sun Feb 18 08:40:04 GMT 2024","169","firefox","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sun Feb 18 08:40:17 GMT 2024","Sun Feb 18 08:40:18 GMT 2024","1344","webkit","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 18 08:39:58 GMT 2024","Sun Feb 18 08:39:58 GMT 2024","138","chromium","APITests.spec.js","","","","Create Booking",""
"passed","Sun Feb 18 08:40:09 GMT 2024","Sun Feb 18 08:40:10 GMT 2024","1351","firefox","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sun Feb 18 08:40:12 GMT 2024","Sun Feb 18 08:40:12 GMT 2024","150","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sun Feb 18 08:40:04 GMT 2024","Sun Feb 18 08:40:04 GMT 2024","155","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 18 08:40:00 GMT 2024","Sun Feb 18 08:40:01 GMT 2024","631","chromium","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 18 08:40:07 GMT 2024","Sun Feb 18 08:40:08 GMT 2024","826","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sun Feb 18 08:40:04 GMT 2024","Sun Feb 18 08:40:04 GMT 2024","144","firefox","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 18 08:40:13 GMT 2024","Sun Feb 18 08:40:16 GMT 2024","2952","webkit","e2e.spec.js","","","","count the number of products",""
"passed","Sun Feb 18 08:40:12 GMT 2024","Sun Feb 18 08:40:12 GMT 2024","133","webkit","APITests.spec.js","","","","getBooking by ID",""
"passed","Sun Feb 18 08:39:59 GMT 2024","Sun Feb 18 08:39:59 GMT 2024","133","chromium","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 18 08:40:12 GMT 2024","Sun Feb 18 08:40:12 GMT 2024","131","webkit","APITests.spec.js","","","","Update Booking",""
"passed","Sun Feb 18 08:40:01 GMT 2024","Sun Feb 18 08:40:02 GMT 2024","684","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sun Feb 18 08:40:00 GMT 2024","Sun Feb 18 08:40:00 GMT 2024","568","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 18 08:39:59 GMT 2024","Sun Feb 18 08:39:59 GMT 2024","123","chromium","APITests.spec.js","","","","Delete Booking",""
"passed","Sun Feb 18 08:40:16 GMT 2024","Sun Feb 18 08:40:17 GMT 2024","1045","webkit","e2e.spec.js","","","","check the product available or not",""
"passed","Sun Feb 18 08:40:18 GMT 2024","Sun Feb 18 08:40:19 GMT 2024","1454","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sun Feb 18 08:39:58 GMT 2024","Sun Feb 18 08:39:58 GMT 2024","148","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
