"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 08:24:23 GMT 2024","Sat Feb 24 08:24:23 GMT 2024","86","firefox","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 08:24:19 GMT 2024","Sat Feb 24 08:24:20 GMT 2024","790","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 08:24:15 GMT 2024","Sat Feb 24 08:24:15 GMT 2024","109","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 08:24:22 GMT 2024","Sat Feb 24 08:24:22 GMT 2024","139","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 08:24:45 GMT 2024","Sat Feb 24 08:24:45 GMT 2024","37","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 08:24:23 GMT 2024","Sat Feb 24 08:24:25 GMT 2024","2072","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 08:24:23 GMT 2024","Sat Feb 24 08:24:23 GMT 2024","80","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 08:24:22 GMT 2024","Sat Feb 24 08:24:23 GMT 2024","82","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 08:24:18 GMT 2024","Sat Feb 24 08:24:19 GMT 2024","629","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 08:24:20 GMT 2024","Sat Feb 24 08:24:22 GMT 2024","1305","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 08:24:15 GMT 2024","Sat Feb 24 08:24:15 GMT 2024","144","chromium","APITests.spec.js","","","","Create Token",""
"skipped","Sat Feb 24 08:24:45 GMT 2024","Sat Feb 24 08:24:45 GMT 2024","0","webkit","excelManipulation.spec.js","","","","Write excel file contents",""
