"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 06:06:04 GMT 2024","Sat Feb 24 06:06:04 GMT 2024","134","chromium","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 06:06:03 GMT 2024","Sat Feb 24 06:06:03 GMT 2024","147","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 06:06:11 GMT 2024","Sat Feb 24 06:06:11 GMT 2024","170","firefox","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 06:06:08 GMT 2024","Sat Feb 24 06:06:10 GMT 2024","1267","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 06:06:30 GMT 2024","Sat Feb 24 06:06:31 GMT 2024","1296","webkit","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 06:06:07 GMT 2024","Sat Feb 24 06:06:08 GMT 2024","683","chromium","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 06:06:20 GMT 2024","Sat Feb 24 06:06:20 GMT 2024","140","webkit","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 06:06:04 GMT 2024","Sat Feb 24 06:06:04 GMT 2024","153","chromium","APITests.spec.js","","","","Update Booking",""
"skipped","Sat Feb 24 06:06:39 GMT 2024","Sat Feb 24 06:06:39 GMT 2024","0","webkit","excelManipulation.spec.js","","","","Write excel file contents",""
"skipped","Sat Feb 24 06:06:19 GMT 2024","Sat Feb 24 06:06:19 GMT 2024","0","firefox","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 06:06:06 GMT 2024","Sat Feb 24 06:06:07 GMT 2024","591","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 06:06:08 GMT 2024","Sat Feb 24 06:06:08 GMT 2024","755","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 06:06:03 GMT 2024","Sat Feb 24 06:06:03 GMT 2024","200","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 06:06:21 GMT 2024","Sat Feb 24 06:06:21 GMT 2024","149","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 06:06:03 GMT 2024","Sat Feb 24 06:06:04 GMT 2024","150","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 06:06:10 GMT 2024","Sat Feb 24 06:06:10 GMT 2024","42","chromium","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 06:06:15 GMT 2024","Sat Feb 24 06:06:16 GMT 2024","940","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
