"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 08:17:07 GMT 2024","Sat Feb 24 08:17:07 GMT 2024","103","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 08:17:03 GMT 2024","Sat Feb 24 08:17:03 GMT 2024","46","chromium","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 08:17:04 GMT 2024","Sat Feb 24 08:17:05 GMT 2024","658","chromium","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 08:17:04 GMT 2024","Sat Feb 24 08:17:04 GMT 2024","586","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 08:17:02 GMT 2024","Sat Feb 24 08:17:02 GMT 2024","64","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 08:17:08 GMT 2024","Sat Feb 24 08:17:08 GMT 2024","61","firefox","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 08:17:15 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","129","webkit","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 08:17:07 GMT 2024","Sat Feb 24 08:17:08 GMT 2024","49","firefox","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 08:17:20 GMT 2024","Sat Feb 24 08:17:21 GMT 2024","1299","webkit","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","65","webkit","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 08:17:08 GMT 2024","Sat Feb 24 08:17:08 GMT 2024","72","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 08:17:11 GMT 2024","Sat Feb 24 08:17:12 GMT 2024","934","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 08:17:25 GMT 2024","Sat Feb 24 08:17:29 GMT 2024","3935","webkit","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","41","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 08:17:08 GMT 2024","Sat Feb 24 08:17:08 GMT 2024","58","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 08:17:02 GMT 2024","Sat Feb 24 08:17:02 GMT 2024","44","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","67","webkit","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 08:17:29 GMT 2024","Sat Feb 24 08:17:29 GMT 2024","43","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"skipped","Sat Feb 24 08:17:07 GMT 2024","Sat Feb 24 08:17:07 GMT 2024","0","chromium","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 08:17:02 GMT 2024","Sat Feb 24 08:17:02 GMT 2024","134","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","46","webkit","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 08:17:10 GMT 2024","Sat Feb 24 08:17:11 GMT 2024","823","firefox","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 08:17:16 GMT 2024","Sat Feb 24 08:17:16 GMT 2024","65","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 08:17:03 GMT 2024","Sat Feb 24 08:17:04 GMT 2024","949","chromium","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 08:17:03 GMT 2024","Sat Feb 24 08:17:03 GMT 2024","33","chromium","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 08:17:23 GMT 2024","Sat Feb 24 08:17:25 GMT 2024","1967","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 08:17:06 GMT 2024","Sat Feb 24 08:17:07 GMT 2024","1222","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 08:17:02 GMT 2024","Sat Feb 24 08:17:03 GMT 2024","63","chromium","APITests.spec.js","","","","Update Booking",""
