"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 24 07:45:55 GMT 2024","Sat Feb 24 07:46:00 GMT 2024","5196","webkit","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 07:45:43 GMT 2024","Sat Feb 24 07:45:43 GMT 2024","244","firefox","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 07:45:53 GMT 2024","Sat Feb 24 07:45:54 GMT 2024","271","webkit","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 07:45:47 GMT 2024","Sat Feb 24 07:45:48 GMT 2024","869","firefox","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 07:45:42 GMT 2024","Sat Feb 24 07:45:42 GMT 2024","358","firefox","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 07:45:49 GMT 2024","Sat Feb 24 07:45:50 GMT 2024","1095","firefox","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"skipped","Sat Feb 24 07:46:10 GMT 2024","Sat Feb 24 07:46:10 GMT 2024","0","webkit","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 07:46:02 GMT 2024","Sat Feb 24 07:46:04 GMT 2024","2014","webkit","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 07:45:35 GMT 2024","Sat Feb 24 07:45:35 GMT 2024","247","chromium","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 07:45:43 GMT 2024","Sat Feb 24 07:45:44 GMT 2024","257","firefox","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 07:45:54 GMT 2024","Sat Feb 24 07:45:54 GMT 2024","258","webkit","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 07:45:33 GMT 2024","Sat Feb 24 07:45:34 GMT 2024","339","chromium","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 07:45:42 GMT 2024","Sat Feb 24 07:45:42 GMT 2024","42","chromium","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 07:45:34 GMT 2024","Sat Feb 24 07:45:35 GMT 2024","255","chromium","APITests.spec.js","","","","Create Booking",""
"passed","Sat Feb 24 07:45:44 GMT 2024","Sat Feb 24 07:45:44 GMT 2024","260","firefox","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 07:45:34 GMT 2024","Sat Feb 24 07:45:34 GMT 2024","305","chromium","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 07:46:00 GMT 2024","Sat Feb 24 07:46:02 GMT 2024","1627","webkit","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 07:46:10 GMT 2024","Sat Feb 24 07:46:10 GMT 2024","40","webkit","excelManipulation.spec.js","","","","Read excel file contents",""
"skipped","Sat Feb 24 07:45:42 GMT 2024","Sat Feb 24 07:45:42 GMT 2024","1","chromium","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 07:45:34 GMT 2024","Sat Feb 24 07:45:34 GMT 2024","273","chromium","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 07:45:42 GMT 2024","Sat Feb 24 07:45:43 GMT 2024","285","firefox","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 07:45:44 GMT 2024","Sat Feb 24 07:45:44 GMT 2024","267","firefox","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 07:45:55 GMT 2024","Sat Feb 24 07:45:55 GMT 2024","258","webkit","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 07:45:36 GMT 2024","Sat Feb 24 07:45:38 GMT 2024","1985","chromium","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 07:45:43 GMT 2024","Sat Feb 24 07:45:43 GMT 2024","253","firefox","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 07:45:48 GMT 2024","Sat Feb 24 07:45:49 GMT 2024","1022","firefox","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 07:45:35 GMT 2024","Sat Feb 24 07:45:35 GMT 2024","271","chromium","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 07:46:06 GMT 2024","Sat Feb 24 07:46:10 GMT 2024","4045","webkit","e2e.spec.js","","","","Add to products into the cart",""
"skipped","Sat Feb 24 07:45:52 GMT 2024","Sat Feb 24 07:45:52 GMT 2024","1","firefox","excelManipulation.spec.js","","","","Write excel file contents",""
"passed","Sat Feb 24 07:45:52 GMT 2024","Sat Feb 24 07:45:52 GMT 2024","42","firefox","excelManipulation.spec.js","","","","Read excel file contents",""
"passed","Sat Feb 24 07:45:55 GMT 2024","Sat Feb 24 07:45:55 GMT 2024","238","webkit","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 07:45:38 GMT 2024","Sat Feb 24 07:45:39 GMT 2024","774","chromium","e2e.spec.js","","","","Add the product into the cart and assert if it is added or not",""
"passed","Sat Feb 24 07:45:54 GMT 2024","Sat Feb 24 07:45:54 GMT 2024","243","webkit","APITests.spec.js","","","","getBooking by ID",""
"passed","Sat Feb 24 07:45:53 GMT 2024","Sat Feb 24 07:45:53 GMT 2024","328","webkit","APITests.spec.js","","","","getBookingIds by all IDs",""
"passed","Sat Feb 24 07:45:40 GMT 2024","Sat Feb 24 07:45:41 GMT 2024","1369","chromium","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 07:46:04 GMT 2024","Sat Feb 24 07:46:06 GMT 2024","2020","webkit","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 07:45:38 GMT 2024","Sat Feb 24 07:45:38 GMT 2024","684","chromium","e2e.spec.js","","","","check the product available or not",""
"passed","Sat Feb 24 07:45:34 GMT 2024","Sat Feb 24 07:45:34 GMT 2024","259","chromium","APITests.spec.js","","","","getBookingIds by filter name",""
"passed","Sat Feb 24 07:45:44 GMT 2024","Sat Feb 24 07:45:44 GMT 2024","238","firefox","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 07:45:44 GMT 2024","Sat Feb 24 07:45:47 GMT 2024","2424","firefox","e2e.spec.js","","","","count the number of products",""
"passed","Sat Feb 24 07:45:53 GMT 2024","Sat Feb 24 07:45:53 GMT 2024","342","webkit","APITests.spec.js","","","","Create Token",""
"passed","Sat Feb 24 07:45:50 GMT 2024","Sat Feb 24 07:45:52 GMT 2024","1763","firefox","e2e.spec.js","","","","Add to products into the cart",""
"passed","Sat Feb 24 07:45:39 GMT 2024","Sat Feb 24 07:45:40 GMT 2024","869","chromium","e2e.spec.js","","","","Check the first and last product before applying filter and after applying the filter",""
"passed","Sat Feb 24 07:45:54 GMT 2024","Sat Feb 24 07:45:55 GMT 2024","256","webkit","APITests.spec.js","","","","Update Booking",""
"passed","Sat Feb 24 07:45:35 GMT 2024","Sat Feb 24 07:45:36 GMT 2024","261","chromium","APITests.spec.js","","","","Partial Update Booking",""
"passed","Sat Feb 24 07:45:36 GMT 2024","Sat Feb 24 07:45:36 GMT 2024","261","chromium","APITests.spec.js","","","","Delete Booking",""
"passed","Sat Feb 24 07:45:54 GMT 2024","Sat Feb 24 07:45:54 GMT 2024","270","webkit","APITests.spec.js","","","","getBookingIds by checkin checkout",""
"passed","Sat Feb 24 07:45:43 GMT 2024","Sat Feb 24 07:45:43 GMT 2024","268","firefox","APITests.spec.js","","","","getBookingIds by checkin checkout",""
